EmployeeID,PerformanceScore,CurrentEmployeeRating,SurveyDate,EngagementScore,SatisfactionScore,WorkLifeBalanceScore,Training_Date,Training_ProgramName,Training_Type,Training_Outcome,Training_Location,Training_Trainer,Training_DurationDays,Training_Cost
2624,Fully Meets,2,2023-01-24,1,4,3,2022-11-04,Customer Service,Internal,Incomplete,New Carmenchester,Laura Baker,2,227.91
2625,Fully Meets,2,2022-10-11,5,5,3,2022-10-01,Technical Skills,Internal,Failed,Lopezside,Marcus Davis,3,379.25
2626,Fully Meets,4,2022-10-23,1,4,2,2023-01-05,Technical Skills,Internal,Incomplete,West Sarah,Scott Alvarado,3,197.3
2627,Fully Meets,4,2022-08-15,5,3,3,2022-08-18,Customer Service,Internal,Completed,Gatesstad,Amanda Owens,4,862.64
2628,Fully Meets,2,2022-12-06,5,4,2,2022-09-05,Technical Skills,Internal,Passed,West Joshua,Sandra Herman,1,896.12
2629,Fully Meets,1,2022-10-24,1,5,4,2023-01-05,Communication Skills,External,Completed,Davidsonport,Jonathan Garcia,4,750.65
2630,Fully Meets,5,2022-09-04,1,5,4,2022-09-07,Technical Skills,External,Incomplete,New Kevinland,Kimberly Lopez,4,424.19
2631,Fully Meets,2,2023-01-08,5,1,4,2022-10-11,Customer Service,External,Incomplete,Laneshire,Mrs. Amy Riley,4,775.32
2632,Fully Meets,4,2023-07-07,1,4,2,2023-04-19,Customer Service,External,Incomplete,Odonnellside,Gerald White,2,209.47
2633,Fully Meets,5,2023-07-01,5,2,3,2023-02-09,Project Management,Internal,Completed,Watkinsfurt,Kimberly Robinson,2,859.39
2634,Fully Meets,4,2022-12-12,3,5,3,2023-05-26,Project Management,External,Completed,Kimberlybury,Dr. Lisa Bishop MD,1,532.85
2635,Fully Meets,1,2023-06-21,3,1,3,2023-02-03,Communication Skills,External,Passed,West Dawn,Jennifer Miller,2,136.6
2636,Fully Meets,5,2022-12-20,5,3,3,2023-07-14,Communication Skills,Internal,Passed,Port Tiffanybury,Eric Shaw,4,483.54
2637,Fully Meets,5,2023-06-27,2,2,2,2023-04-24,Communication Skills,Internal,Completed,Port Johnville,Daniel Morris,1,709.79
2638,Fully Meets,2,2023-04-28,1,2,2,2023-05-28,Technical Skills,External,Passed,Lake Noah,Jose Warren,2,152.85
2639,Fully Meets,2,2023-01-31,1,3,3,2023-02-19,Project Management,Internal,Completed,New Dave,Sarah Rojas,4,977.29
2640,Fully Meets,4,2023-07-17,1,5,2,2023-02-20,Project Management,Internal,Failed,Sabrinaport,Benjamin Rogers,4,237.14
2641,Fully Meets,2,2022-11-25,2,3,5,2022-08-25,Technical Skills,Internal,Passed,Port Sarahmouth,Dr. Oscar White DDS,5,637.84
2642,Fully Meets,4,2022-12-09,2,3,1,2023-07-01,Project Management,Internal,Completed,Moniqueville,Bruce Stanton,1,889.73
2643,Fully Meets,5,2023-05-01,4,3,5,2023-06-15,Project Management,Internal,Failed,Port Jillview,Dale Wilkinson,2,357.94
2644,Fully Meets,5,2022-11-22,4,1,2,2023-04-01,Customer Service,Internal,Incomplete,East Eileenton,Jeff Martin,1,150.96
2645,Fully Meets,4,2022-10-25,4,3,5,2022-11-02,Technical Skills,Internal,Completed,Thomaston,Richard Ramos,2,933.2
2646,Fully Meets,1,2022-12-14,4,2,2,2023-07-15,Project Management,External,Failed,Guzmanmouth,Kyle Brown,3,378.6
2647,Fully Meets,5,2022-08-23,5,5,3,2023-01-28,Project Management,Internal,Completed,East Teresaville,Patricia Lester,5,162.93
2648,Fully Meets,2,2023-04-22,4,2,1,2023-03-07,Project Management,External,Incomplete,Caitlinfort,Terry Maddox,3,294.91
2649,Fully Meets,4,2022-12-26,4,4,1,2022-09-25,Communication Skills,Internal,Passed,North Teresa,Christopher Yates,1,836.76
2650,Fully Meets,1,2023-03-24,1,1,1,2022-08-29,Communication Skills,Internal,Passed,Port Ashleyport,Ruben Gilbert,1,136.23
2651,Fully Meets,2,2023-05-31,1,3,2,2023-06-12,Customer Service,External,Completed,Wrightchester,Jacob Moore,3,236.69
2652,Fully Meets,4,2022-11-11,1,4,2,2022-10-23,Customer Service,External,Incomplete,Lake Michael,Lisa Rodgers,1,424.44
2653,Fully Meets,1,2023-02-23,4,5,3,2023-01-24,Technical Skills,Internal,Incomplete,Singletonmouth,Kelly Walker,3,139.71
2654,Fully Meets,4,2023-03-07,4,1,3,2023-03-18,Communication Skills,External,Passed,West Judy,Jason Parker,3,428.13
2655,Fully Meets,2,2022-08-29,2,5,5,2023-05-31,Project Management,External,Incomplete,Cameronchester,Robert Keller,3,972.66
2656,Fully Meets,4,2023-03-15,5,4,3,2023-02-25,Communication Skills,External,Failed,Youngview,Kevin Decker,1,877.57
2657,Fully Meets,2,2023-03-04,4,3,3,2023-05-08,Project Management,External,Failed,Port Cynthia,Sharon Cain,3,751.13
2658,Fully Meets,2,2022-10-22,3,1,1,2023-06-29,Technical Skills,External,Passed,Jessicamouth,Henry Brown,1,471.89
2659,Fully Meets,2,2023-05-22,5,3,2,2022-08-30,Customer Service,External,Failed,South Wanda,Michael Wheeler,3,957.63
2660,Fully Meets,4,2022-08-23,5,1,1,2022-09-07,Project Management,External,Passed,Greenfort,Mary Villanueva,1,788.33
2661,Fully Meets,2,2023-02-25,3,3,2,2023-01-12,Communication Skills,Internal,Completed,Matthewton,Allen Miller,4,220.32
2662,Fully Meets,2,2023-07-08,4,1,1,2023-03-10,Project Management,External,Completed,Lake Josephtown,Dustin Phillips,5,406.1
2663,Fully Meets,5,2022-08-07,3,4,1,2022-12-17,Customer Service,External,Passed,North Elizabethberg,Taylor Lopez,4,819.64
2664,Fully Meets,1,2023-06-13,5,2,2,2022-09-13,Project Management,External,Incomplete,Halefurt,Elizabeth Lloyd,3,355.84
2665,Fully Meets,4,2022-10-05,1,5,5,2022-09-03,Communication Skills,Internal,Completed,Port Jenniferfort,William Graham,4,786.38
2666,Fully Meets,4,2023-05-24,5,5,3,2023-02-02,Project Management,Internal,Failed,Lake Brett,Kiara Davenport,2,460.62
2667,Fully Meets,2,2022-12-28,3,2,3,2023-02-05,Leadership Development,External,Passed,Priceville,Isaiah Oconnell DDS,4,821.39
2668,Fully Meets,2,2023-04-28,4,4,1,2023-01-19,Project Management,Internal,Passed,East Selenaville,Stephen Silva,3,968.31
2669,Fully Meets,1,2023-04-27,4,2,1,2023-03-17,Project Management,Internal,Completed,New Richard,Grace Davis,3,912.22
2670,Fully Meets,1,2023-06-26,4,2,1,2023-06-28,Project Management,External,Completed,Amandaside,Marc Smith,4,144.83
2671,Fully Meets,5,2023-02-12,1,2,5,2023-01-14,Project Management,Internal,Passed,Karenchester,Stephanie Parrish,4,425.59
2672,Fully Meets,1,2023-06-04,5,2,2,2023-07-18,Project Management,Internal,Incomplete,Bishophaven,Gabriel Miller,2,118.43
2673,Fully Meets,4,2022-10-13,5,1,1,2023-05-11,Customer Service,Internal,Incomplete,Sarashire,Candace Anderson,2,281.27
2674,Fully Meets,1,2022-11-06,1,1,4,2023-04-05,Customer Service,External,Incomplete,North Benjaminchester,Joshua Deleon,5,283.65
2675,Fully Meets,5,2023-01-30,2,4,4,2022-10-07,Customer Service,Internal,Completed,Lake Shannonborough,Joshua Harrington,3,475.75
2676,Fully Meets,2,2022-10-16,4,3,4,2022-10-11,Leadership Development,External,Failed,East Matthewbury,Jennifer Reed,3,188.07
2677,Fully Meets,1,2022-11-29,2,1,5,2022-12-30,Technical Skills,External,Incomplete,West Carl,Aaron Duncan,4,843.69
2678,Fully Meets,5,2023-07-18,5,3,3,2023-04-06,Project Management,External,Failed,Mooreburgh,Alexa Brown,3,166.28
2679,Fully Meets,5,2023-02-02,4,4,1,2022-08-17,Communication Skills,External,Completed,Reynoldsside,Amanda Decker,2,119.62
2680,Fully Meets,2,2022-08-31,1,4,4,2023-05-11,Customer Service,Internal,Failed,Evanhaven,Samantha Jackson,2,400.81
2681,Fully Meets,1,2023-07-22,3,3,3,2023-01-26,Leadership Development,Internal,Completed,Sarahshire,Cassandra Davis,1,318.38
2682,Fully Meets,2,2022-11-02,1,2,2,2023-05-05,Communication Skills,External,Failed,North Johnville,Amanda Huff,3,238.12
2683,Fully Meets,4,2022-12-23,3,4,2,2022-08-26,Technical Skills,External,Passed,East Tammy,Dawn Moon,2,412.34
2684,Fully Meets,5,2022-09-14,3,4,2,2023-01-23,Communication Skills,Internal,Passed,Cassandrashire,William Frank,5,776.58
2685,Fully Meets,2,2023-07-09,3,1,1,2023-02-07,Project Management,External,Passed,West Kevinton,Nancy Mills,4,231.34
2686,Fully Meets,4,2023-01-23,5,3,4,2022-11-12,Project Management,External,Completed,Lake Danielle,Courtney Palmer,1,278.7
2687,Fully Meets,2,2023-02-20,4,5,5,2023-07-20,Technical Skills,External,Incomplete,East Kelsey,Edward Davis,1,272.22
2688,Fully Meets,1,2022-11-21,2,3,3,2022-11-18,Customer Service,External,Completed,East Christopherhaven,Morgan Carlson,2,638.6
2689,Fully Meets,1,2022-10-06,2,1,1,2023-07-12,Project Management,External,Passed,Leslieburgh,James Reid,1,812.6
2690,Fully Meets,4,2022-10-29,1,3,2,2023-02-23,Technical Skills,External,Completed,Cannonfurt,Ryan Decker,1,134.11
2691,Fully Meets,1,2022-12-21,4,1,1,2022-12-29,Project Management,External,Failed,Lewisstad,Kayla Peterson,3,934.3
2692,Fully Meets,4,2023-05-04,4,5,2,2023-05-30,Communication Skills,External,Completed,New Matthew,David Roberts,1,614.11
2693,Fully Meets,4,2022-11-06,2,5,2,2023-05-16,Project Management,External,Failed,Marieshire,Barbara Thomas,2,175.75
2694,Fully Meets,4,2022-12-29,3,4,4,2022-08-08,Customer Service,External,Failed,North Christopher,Sandra Warren,2,167.34
2695,Fully Meets,2,2022-12-04,5,2,3,2023-01-25,Customer Service,External,Passed,Pughstad,Grant Long,2,123.83
2696,Fully Meets,4,2023-05-13,3,1,3,2023-03-29,Technical Skills,External,Incomplete,Lake Anthony,Nicholas King,2,932.48
2697,Fully Meets,1,2023-05-30,1,5,3,2023-02-19,Project Management,Internal,Completed,Carlhaven,Leonard Hancock,4,714.81
2698,Fully Meets,4,2023-05-24,5,4,5,2022-12-12,Project Management,Internal,Incomplete,Biancafort,Cindy Richard,3,152.78
2699,Fully Meets,5,2022-12-07,1,1,5,2023-01-31,Technical Skills,External,Incomplete,Michellebury,Julia Smith,2,717.16
2700,Fully Meets,4,2023-01-17,3,5,1,2023-06-29,Technical Skills,External,Failed,Port Thomasville,Michael Lynch,1,272.59
2701,Fully Meets,5,2023-07-20,5,5,3,2023-04-20,Leadership Development,External,Incomplete,Moorefurt,Rebecca Ball,5,155.14
2702,Fully Meets,2,2023-04-12,5,1,2,2022-09-05,Communication Skills,Internal,Completed,Alfredmouth,Gregg Jacobs,1,328.74
2703,Fully Meets,5,2023-05-27,1,5,4,2023-03-31,Leadership Development,Internal,Passed,Lake Melissa,Joel Romero,2,775.58
2704,Fully Meets,4,2022-09-14,2,4,4,2022-12-10,Leadership Development,Internal,Incomplete,Phillipsstad,Luis Ingram,2,499.97
2705,Fully Meets,2,2023-07-08,3,2,2,2023-05-24,Communication Skills,External,Incomplete,Lake Lindaburgh,Angela Simmons,1,826.31
2706,Fully Meets,2,2022-12-18,3,2,5,2023-03-28,Leadership Development,Internal,Failed,Johnmouth,Brian Espinoza,5,258.38
2707,Fully Meets,4,2023-01-28,1,2,1,2022-11-16,Customer Service,External,Incomplete,Melissaberg,Tonya Austin,3,412.09
2708,Fully Meets,2,2023-01-15,1,3,5,2022-12-04,Leadership Development,Internal,Failed,Lake Matthew,William Stanley,5,294.23
2709,Fully Meets,2,2022-08-28,1,2,2,2022-10-15,Technical Skills,Internal,Failed,Donaldshire,Molly Nguyen,2,415.45
2710,Fully Meets,5,2022-08-12,4,2,3,2023-07-20,Customer Service,Internal,Failed,West Thomasstad,Samantha Benson,5,807.71
2711,Fully Meets,2,2023-02-07,4,2,5,2022-09-13,Leadership Development,Internal,Completed,East Michaelville,Andrew Maldonado,1,408.39
2712,Fully Meets,1,2023-06-24,3,2,5,2023-01-30,Communication Skills,External,Passed,Lake Scottville,Richard Hammond,1,741.6
2713,Fully Meets,5,2022-12-22,5,2,4,2023-04-09,Technical Skills,External,Completed,Hintonhaven,Matthew Parker,3,193.48
2714,Fully Meets,1,2022-10-20,3,1,3,2023-01-08,Technical Skills,Internal,Incomplete,New Amyfort,David Watkins,5,831.09
2715,Fully Meets,4,2023-01-11,3,5,1,2022-10-14,Customer Service,External,Completed,Phillipsport,Michelle Hicks,5,573.56
2716,Fully Meets,2,2022-09-28,3,2,2,2023-01-16,Leadership Development,Internal,Completed,Port Haroldtown,Dave Williams,4,247.11
2717,Fully Meets,1,2023-07-25,1,1,2,2023-03-25,Communication Skills,Internal,Passed,Wagnerfort,Dennis Davis,5,866.13
2718,Fully Meets,5,2023-06-01,3,5,5,2022-11-13,Project Management,Internal,Incomplete,North Amber,Daniel Green,5,760.24
2719,Fully Meets,4,2022-11-09,5,5,5,2023-07-25,Leadership Development,Internal,Passed,Lake Mirandamouth,Mrs. Stacey Martinez,5,992.93
2720,Fully Meets,4,2022-12-12,3,3,2,2023-05-09,Customer Service,External,Failed,Ginaton,Michael Bailey,2,960.4
2721,Fully Meets,4,2023-03-26,1,4,3,2022-10-19,Project Management,Internal,Incomplete,East Adrianhaven,Richard Fisher,4,173.54
2722,Fully Meets,2,2022-12-18,3,4,2,2023-07-17,Leadership Development,External,Passed,Reedfurt,Robert Torres,1,334.08
2723,Fully Meets,2,2023-01-31,3,1,5,2023-07-22,Leadership Development,External,Incomplete,South Kimberly,Christy Jones,3,763.23
2724,Fully Meets,1,2023-01-01,5,3,4,2023-06-03,Leadership Development,External,Completed,Port Nicholasfort,Abigail Higgins,2,611.51
2725,Fully Meets,4,2023-01-30,4,1,5,2022-12-29,Technical Skills,Internal,Incomplete,East Stephen,Allison Moore,2,354.21
2726,Fully Meets,2,2023-07-29,2,4,2,2023-01-16,Customer Service,External,Passed,Lake Jacqueline,Christine Logan,3,502.39
2727,Fully Meets,5,2023-06-17,1,3,3,2022-12-31,Communication Skills,Internal,Incomplete,Daisyview,Donna Cain PhD,2,687.99
2728,Fully Meets,2,2022-12-03,3,2,1,2023-01-27,Project Management,Internal,Completed,Millerborough,Jeremy Morris,5,877.47
2729,Fully Meets,2,2023-02-24,3,5,1,2023-07-06,Leadership Development,External,Passed,Scottchester,Mrs. Tracey Martinez,2,700.04
2730,Fully Meets,2,2022-09-16,2,3,4,2023-05-20,Project Management,External,Incomplete,East Michael,Teresa Jenkins,5,486.43
2731,Fully Meets,1,2023-04-26,2,3,2,2023-04-20,Technical Skills,Internal,Failed,West Hollymouth,Christopher White,1,897.96
2732,Fully Meets,2,2022-11-04,1,5,3,2023-02-23,Customer Service,Internal,Completed,Michaelview,Megan Hill,3,147.28
2733,Fully Meets,5,2023-04-03,3,4,1,2023-02-12,Leadership Development,Internal,Completed,New Toddville,Michael Smith,5,612.96
2734,Fully Meets,4,2023-05-14,2,2,3,2023-02-22,Communication Skills,External,Completed,Lake Tanya,Dennis Lucas,5,953.92
2735,Fully Meets,2,2023-06-02,5,1,2,2022-11-12,Leadership Development,External,Incomplete,Smithburgh,Anthony Young,1,519.23
2736,Fully Meets,5,2022-11-26,4,2,2,2023-03-05,Technical Skills,Internal,Passed,Nelsonburgh,Linda Weaver,1,297.94
2737,Fully Meets,4,2022-09-20,5,5,3,2023-04-18,Communication Skills,Internal,Failed,South Tyronetown,Sandra Jenkins,5,317.55
2738,Fully Meets,5,2023-03-16,4,3,1,2022-10-01,Communication Skills,Internal,Incomplete,Chapmanmouth,Harold Harper,5,880.42
2739,Fully Meets,4,2023-06-26,1,2,5,2022-08-21,Customer Service,Internal,Completed,East Shaneside,Jenny Peters,1,457.71
2740,Fully Meets,1,2023-06-06,2,5,1,2023-05-17,Communication Skills,Internal,Completed,South Desiree,Michelle Moreno,3,200.27
2741,Fully Meets,4,2022-10-09,4,3,1,2022-09-26,Technical Skills,External,Failed,Amandamouth,Jonathan Sparks,5,573.08
2742,Fully Meets,2,2022-11-25,5,3,4,2022-09-05,Communication Skills,Internal,Incomplete,Millermouth,Lisa Stevens,4,785.39
2743,Fully Meets,4,2022-08-31,3,2,5,2023-04-20,Technical Skills,Internal,Failed,Lake Monica,Laura Walker,3,437.36
2744,Fully Meets,4,2023-06-25,2,4,2,2022-10-29,Technical Skills,External,Incomplete,Butlershire,Mr. Christopher Howard II,5,955.17
2745,Fully Meets,5,2023-01-13,1,2,2,2022-10-12,Technical Skills,Internal,Failed,Priceshire,Andres Thomas,3,542.56
2746,Fully Meets,5,2023-07-13,4,4,5,2023-02-12,Project Management,External,Incomplete,Rochatown,Renee Mcdonald,5,399.23
2747,Fully Meets,4,2023-05-13,3,1,5,2022-10-15,Technical Skills,External,Failed,West Laurentown,Rhonda Rivera,2,677.74
2748,Fully Meets,1,2023-08-04,5,2,5,2023-01-14,Project Management,External,Completed,Port Madison,Christopher Mitchell,2,301.42
2749,Fully Meets,5,2023-06-24,5,3,4,2022-11-19,Customer Service,External,Failed,Wilsonmouth,Andrea Barker,5,149.65
2750,Fully Meets,4,2023-07-11,3,4,4,2023-02-27,Customer Service,Internal,Passed,New Carlyview,Derek Johnston,1,462.45
2751,Fully Meets,5,2022-12-27,3,1,2,2023-02-15,Communication Skills,External,Incomplete,East Michael,Brian Cobb,2,585.76
2752,Fully Meets,4,2023-05-07,3,5,1,2022-12-06,Customer Service,Internal,Incomplete,Alexandraview,Mary Robinson,5,450.64
2753,Fully Meets,4,2023-05-05,3,1,4,2022-10-18,Communication Skills,Internal,Completed,Natashaton,Rachel Dixon,1,437.7
2754,Fully Meets,2,2023-02-14,1,5,1,2023-04-04,Project Management,Internal,Failed,Port Eric,Michael Mckinney,1,823.08
2755,Fully Meets,2,2022-12-15,5,5,4,2022-12-21,Technical Skills,Internal,Completed,New James,Matthew Mueller,4,118.68
2756,Fully Meets,2,2022-10-30,1,3,1,2023-04-04,Communication Skills,External,Completed,East Michaelton,Dr. Craig Baker,5,120.79
2757,Fully Meets,2,2023-04-30,3,4,2,2022-12-19,Technical Skills,External,Failed,South Robin,Jonathan Alvarez,1,519.35
2758,Fully Meets,2,2023-02-15,1,3,1,2023-05-17,Technical Skills,External,Incomplete,Jasonview,Christine Stein,4,100.17
2759,Fully Meets,2,2022-11-06,3,1,3,2023-06-30,Project Management,Internal,Incomplete,Port William,Cathy Velazquez,1,662.8
2760,Fully Meets,2,2022-09-26,2,1,4,2023-05-03,Leadership Development,Internal,Completed,Chaseside,Caitlin Chavez,3,287.59
2761,Fully Meets,4,2023-02-15,1,4,3,2022-11-26,Project Management,External,Incomplete,East Kerri,Victoria Stevens,4,653.32
2762,Fully Meets,4,2023-01-08,3,1,2,2023-04-26,Leadership Development,Internal,Failed,Kimberlymouth,Jeremy Mendez,3,254.85
2763,Fully Meets,2,2022-08-05,4,2,4,2022-11-24,Technical Skills,External,Completed,Michaelbury,Steven Williams,4,430.35
2764,Fully Meets,2,2022-10-22,2,4,3,2023-06-14,Communication Skills,External,Incomplete,Thompsonmouth,Monique Wang,5,755.77
2765,Fully Meets,4,2023-01-05,3,1,3,2023-03-30,Customer Service,Internal,Incomplete,Michaelside,Lauren Matthews,2,529.91
2766,Fully Meets,2,2022-09-22,3,5,5,2023-03-25,Technical Skills,External,Completed,New Richardburgh,Michelle Lara,1,440.14
2767,Fully Meets,2,2022-12-14,3,3,4,2023-01-21,Customer Service,Internal,Passed,West Tara,Jennifer Thomas,2,972.3
2768,Fully Meets,2,2022-08-20,2,1,5,2022-10-24,Project Management,Internal,Incomplete,New Judithside,Patrick Jones,5,176.6
2769,Fully Meets,4,2022-08-07,3,1,3,2023-07-17,Project Management,Internal,Completed,Brittneyfort,Kelsey Scott,1,747.74
2770,Fully Meets,5,2023-02-25,1,2,3,2023-07-07,Customer Service,External,Passed,Stephensfurt,Kimberly Martinez,5,451.03
2771,Fully Meets,5,2023-01-28,2,4,2,2022-12-11,Technical Skills,Internal,Incomplete,New Stephen,Luis Wiley,5,255.16
2772,Fully Meets,1,2023-04-25,2,4,5,2023-02-06,Leadership Development,Internal,Passed,Hessburgh,Timothy Valdez,5,258.08
2773,Fully Meets,2,2023-05-29,2,5,4,2023-02-02,Communication Skills,Internal,Completed,Port Aaron,Jonathan Todd,4,697.67
2774,Fully Meets,5,2023-05-28,1,5,3,2023-08-05,Communication Skills,Internal,Passed,Byrdville,David Martin,5,694.23
2775,Fully Meets,2,2023-08-04,1,4,3,2022-11-05,Technical Skills,Internal,Incomplete,Dustinville,Gerald Gonzales,1,703.45
2776,Fully Meets,4,2022-12-26,5,3,5,2023-07-09,Leadership Development,External,Incomplete,Charleschester,Sarah Willis,1,134.44
2777,Fully Meets,5,2023-08-02,5,1,3,2023-07-25,Communication Skills,Internal,Failed,East Rebeccaburgh,Anthony Holland,2,458.37
2778,Fully Meets,5,2023-02-19,1,1,4,2022-10-06,Project Management,External,Failed,Lake Cassandraburgh,Leonard Garner,5,594.73
2779,Fully Meets,2,2022-08-28,4,1,1,2023-02-13,Leadership Development,Internal,Completed,Colemanburgh,Ann Stevens,3,330.68
2780,Fully Meets,4,2022-08-29,3,5,2,2022-12-24,Communication Skills,Internal,Incomplete,Elizabethside,Lisa Harrell,3,625.69
2781,Fully Meets,4,2023-02-12,1,2,2,2022-11-12,Leadership Development,Internal,Completed,South Tiffany,Dustin Haley,5,437.26
2782,Fully Meets,2,2022-10-07,3,5,3,2022-10-17,Leadership Development,Internal,Passed,New Jamieshire,Mark Lopez,2,134.99
2783,Fully Meets,1,2023-01-06,3,1,1,2023-05-20,Technical Skills,External,Incomplete,Port Vanessamouth,Steven Miller,4,880.21
2784,Fully Meets,2,2023-01-09,4,3,4,2022-09-08,Customer Service,Internal,Completed,Owenston,Ian Snow,5,427.99
2785,Fully Meets,4,2022-08-15,3,1,5,2022-11-26,Technical Skills,Internal,Completed,Markshire,Amanda Gardner,1,925.68
2786,Fully Meets,1,2022-12-07,4,3,1,2023-06-16,Communication Skills,External,Incomplete,Reynoldsland,David Rogers,4,485.05
2787,Fully Meets,4,2023-04-10,4,2,5,2023-04-18,Technical Skills,External,Passed,Gordonmouth,Victoria Riley,5,720.07
2788,Fully Meets,1,2023-05-29,4,1,3,2023-01-21,Project Management,External,Incomplete,Lake Dennis,Michaela Diaz,5,161.15
2789,Fully Meets,4,2022-12-03,1,2,2,2023-06-06,Project Management,Internal,Completed,Lake Taratown,Lori Wall,4,899.17
2790,Fully Meets,4,2023-01-03,1,5,2,2022-09-20,Communication Skills,External,Incomplete,Brooksport,Tim Henderson,1,438.31
2791,Fully Meets,2,2023-01-19,1,3,1,2023-04-08,Communication Skills,Internal,Passed,Youngland,Allison Manning,3,903.18
2792,Fully Meets,1,2022-09-09,3,4,4,2023-05-21,Technical Skills,External,Passed,Valenzuelaview,April Peterson,2,607.81
2793,Fully Meets,1,2023-03-27,2,5,3,2022-10-09,Project Management,External,Incomplete,Williamstad,Evan Adams,1,774.44
2794,Fully Meets,5,2022-09-03,5,4,4,2023-01-10,Customer Service,Internal,Incomplete,Debraview,Kim Shea,3,644.38
2795,Fully Meets,4,2023-06-06,5,1,1,2023-04-30,Customer Service,Internal,Failed,Horneside,Jaclyn Cordova,4,457.74
2796,Fully Meets,1,2023-08-05,2,4,2,2022-10-19,Communication Skills,External,Incomplete,Theresastad,John Choi,2,840.27
2797,Exceeds,1,2022-08-05,2,1,2,2022-12-18,Communication Skills,External,Failed,Blackborough,Paula Gill,1,559.59
2798,Fully Meets,2,2023-05-29,3,4,2,2023-04-24,Leadership Development,External,Completed,Lindaside,Keith Scott,1,840.65
2799,Fully Meets,2,2023-02-01,2,1,1,2023-07-28,Communication Skills,Internal,Incomplete,Stephaniemouth,Debbie Arnold,1,543.46
2800,Fully Meets,1,2023-06-20,1,2,2,2022-12-20,Customer Service,External,Incomplete,New Frankshire,David Young,1,729.03
2801,Fully Meets,5,2022-09-20,1,3,4,2023-06-14,Leadership Development,External,Incomplete,Vazquezport,Annette Thomas,4,449.65
2802,Fully Meets,4,2023-07-01,2,3,5,2023-04-21,Technical Skills,External,Passed,Megantown,Tanya Lozano,3,213.38
2803,Fully Meets,5,2022-11-04,4,4,5,2023-01-29,Leadership Development,Internal,Failed,Adamsmouth,Emma Wright,4,106.21
2804,Fully Meets,4,2022-12-05,5,4,2,2023-01-26,Leadership Development,Internal,Completed,Lake Kimberly,Jamie Kim,5,483.07
2805,Fully Meets,1,2023-05-19,5,3,2,2023-07-18,Project Management,Internal,Passed,Melissahaven,Nicole Medina,2,515.31
2806,Fully Meets,2,2023-04-14,1,3,1,2023-05-27,Communication Skills,Internal,Incomplete,Lake Andreaville,Zachary Jackson,5,290.8
2807,Fully Meets,2,2023-01-13,3,2,4,2023-04-16,Customer Service,Internal,Passed,Montgomeryport,Antonio Kidd,4,977.46
2808,Fully Meets,4,2023-03-13,5,2,4,2022-09-23,Communication Skills,External,Passed,East Connor,Susan Fowler,5,105.41
2809,Fully Meets,2,2023-02-13,1,1,5,2022-12-21,Technical Skills,Internal,Failed,Jonesmouth,Patricia Hernandez,2,856.23
2810,Fully Meets,4,2023-07-13,2,5,5,2023-04-05,Technical Skills,Internal,Incomplete,Lake Lisamouth,Michael Lyons,3,964.33
2811,Fully Meets,2,2023-04-13,3,4,3,2022-11-04,Technical Skills,External,Completed,Robertview,Amanda Andersen,3,589.88
2812,Fully Meets,4,2022-08-14,3,2,5,2022-11-25,Leadership Development,External,Incomplete,Flowerston,Dr. Natalie Pacheco,4,663.36
2813,Fully Meets,1,2022-08-28,4,4,2,2023-04-20,Technical Skills,Internal,Completed,North Margaretstad,Steven Blair,2,249.88
2814,Fully Meets,2,2023-07-13,4,1,1,2023-07-31,Leadership Development,Internal,Passed,Mooreborough,Melissa Morgan,2,809.89
2815,Fully Meets,4,2022-09-22,2,5,3,2023-05-10,Project Management,Internal,Completed,Dustinhaven,Priscilla Andrews,5,224.58
2816,Fully Meets,5,2023-07-13,4,2,4,2023-03-17,Project Management,External,Incomplete,North Mario,Robert May,3,251.78
2817,Fully Meets,4,2022-08-12,4,1,5,2023-01-13,Technical Skills,External,Failed,Montoyaville,Charles Rubio,2,314.0
2818,Exceeds,2,2023-06-21,4,3,3,2023-02-27,Technical Skills,External,Completed,South Annmouth,Edwin Brown,5,453.51
2819,Fully Meets,4,2022-12-31,2,3,4,2023-07-31,Leadership Development,Internal,Failed,North Rebecca,Lisa Hebert,2,595.4
2820,Fully Meets,2,2022-10-16,2,1,5,2022-10-23,Project Management,External,Completed,Ericberg,Mrs. Margaret Moon DDS,2,606.3
2821,Fully Meets,2,2023-04-12,2,5,5,2023-03-06,Technical Skills,Internal,Incomplete,Aaronborough,David Cunningham,5,841.22
2822,Fully Meets,4,2023-05-24,2,3,3,2022-09-18,Communication Skills,Internal,Failed,East Michael,Jessica Berry,4,912.5
2823,Fully Meets,2,2023-01-23,5,2,1,2022-09-04,Communication Skills,External,Incomplete,West Jesse,Amanda White,2,196.27
2824,Fully Meets,5,2022-09-09,1,4,1,2022-09-07,Project Management,Internal,Incomplete,Hoffmanbury,Molly Miranda,1,224.09
2825,Fully Meets,4,2023-02-22,5,4,4,2022-11-02,Technical Skills,External,Completed,Whiteberg,Alexandra Smith,2,363.8
2826,Fully Meets,5,2023-06-29,4,3,4,2023-07-13,Customer Service,Internal,Failed,Craigton,David Wright,2,656.05
2827,Fully Meets,4,2022-08-30,4,4,5,2022-09-07,Leadership Development,Internal,Incomplete,East Brandonfort,Andrea Daugherty,1,629.85
2828,Fully Meets,2,2023-02-26,5,5,3,2023-01-30,Communication Skills,Internal,Completed,Deborahville,Dennis Romero,3,915.92
